filename,folder,type,width,height,bytes
"IMG_1385.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,2082829
"IMG_1380.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5838840
"IMG_1396.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,6018884
"IMG_1379.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5630227
"IMG_1370.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,4584929
"2C7A26F2-604F-4536-A3C5-450703F8F8F4.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,2550,3301,137971
"IMG_1366.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,4735305
"IMG_1389.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,2666313
"IMG_1382.MOV","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",mov,1920,,54508129
"IMG_1394.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,2319888
"IMG_1372.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,4595740
"IMG_1364.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5050228
"IMG_1383.MOV","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",mov,1920,,200051194
"IMG_1377.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,3925291
"IMG_1387.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,4225042
"IMG_1368.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5001535
"IMG_1386.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,2241992
"IMG_1369.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5924609
"IMG_1390.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,3564787
"IMG_1376.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,4016419
"IMG_1391.MOV","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",mov,1920,,214284263
"IMG_1365.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",jpeg,4032,3024,5307869
"IMG_1395.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th St",heic,4032,3024,2518855
"IMG_2376.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3223356
"IMG_2391(1).jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3103453
"IMG_2386.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,3181489
"IMG_2390.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2250506
"IMG_2383.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4710719
"IMG_2373.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,3232974
"IMG_2372.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2470100
"IMG_2382.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4239330
"IMG_2394.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3224121
"IMG_2390(1).jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3386152
"IMG_2391.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2088661
"IMG_2387.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2102370
"IMG_2377.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3293334
"IMG_2393.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3101766
"IMG_2394(1).HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2049124
"IMG_2385.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3360615
"IMG_2375.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2648227
"IMG_2389.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4150875
"IMG_2392(1).jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3923986
"IMG_2380.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1886802
"IMG_2379.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1795673
"IMG_2378.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2082134
"IMG_2381.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2647818
"IMG_2393(1).jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3101766
"IMG_2388.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,5064121
"IMG_2371.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4805062
"IMG_2374.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2652287
"IMG_2384.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4508041
"IMG_2392.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3923986
"IMG_2377.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1829727
"IMG_2387.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3686009
"IMG_2391.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3103453
"IMG_2390(1).HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2250506
"IMG_2394.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2049124
"IMG_2382.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2572828
"IMG_2372.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4152182
"IMG_2373.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,5059463
"IMG_2383.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2884771
"IMG_2390.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3386152
"IMG_2386.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4970094
"IMG_2376.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1695813
"IMG_2391(1).HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2088661
"IMG_2392.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2315454
"IMG_2384.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2760963
"IMG_2374.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4484126
"IMG_2371.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,3065581
"IMG_2388.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,3443508
"IMG_2393(1).HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1731929
"IMG_2381.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4328207
"IMG_2378.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3673308
"IMG_2379.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3263609
"IMG_2380.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3384271
"IMG_2389.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2777073
"IMG_2392(1).HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2315454
"IMG_2375.jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,4564101
"IMG_2394(1).jpeg","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",jpeg,4032,3024,3224121
"IMG_2385.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,2127419
"IMG_2393.HEIC","Cardinal/2024/Commercial - Office-Retail/600 W 6th - 4.20.24",heic,4032,3024,1731929
"Daneel-Nortier-revised-2.png.bv.webp","Cardinal/2024",webp,1800,1553,576786
"IMG_3684.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3727263
"IMG_3796.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2948010
"IMG_3692.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3992283
"IMG_3688.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,4024516
"IMG_3678.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4215665
"IMG_3697.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4296643
"IMG_3802.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4142478
"IMG_3680.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4574013
"IMG_3803.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,3497579
"IMG_3679.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4260516
"IMG_3689.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3116061
"IMG_3693.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3783291
"IMG_3797.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3139593
"IMG_3685.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,4185741
"IMG_3698.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2345754
"IMG_3677.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3200413
"IMG_3691.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5099087
"IMG_3804.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4626655
"IMG_3795.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4532762
"IMG_3687.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,3924386
"IMG_3682.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3073857
"IMG_3694.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3806561
"IMG_3801.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3632399
"IMG_3798.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5858075
"74827262681__B3E707CA-737F-41FA-BB74-EC9B9287DE5F.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5568593
"IMG_3800.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2548080
"IMG_3683.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3296054
"IMG_3686.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4118177
"748271561.jpg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpg,960,1280,676449
"IMG_3805.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4903345
"IMG_3690.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4774173
"IMG_3676.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3270887
"748271574.jpg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpg,960,1280,686572
"IMG_3685.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5866310
"IMG_3797.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4685424
"IMG_3693.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5454359
"IMG_3695.MOV","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",mov,1920,,83550479
"IMG_3689.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4635571
"IMG_3803.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2426656
"IMG_3679.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2868585
"IMG_3696.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3370749
"IMG_3680.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3162249
"IMG_3681.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3514617
"IMG_3678.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2798334
"IMG_3697.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2887566
"IMG_3802.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2884544
"IMG_3692.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5656378
"IMG_3796.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4254536
"IMG_3684.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5372864
"IMG_3676.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4798653
"IMG_3805.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3355317
"IMG_3690.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3228041
"IMG_3686.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2645122
"IMG_3683.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4787860
"IMG_3678.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4215665
"IMG_3697.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4296643
"IMG_3802.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4142478
"IMG_3680.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4574013
"IMG_3803.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,3497579
"IMG_3679.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4260516
"IMG_3691.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5099087
"IMG_3804.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4626655
"IMG_3795.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4532762
"IMG_3687.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,3924386
"IMG_3798.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5858075
"74827262681__B3E707CA-737F-41FA-BB74-EC9B9287DE5F.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5568593
"IMG_3686.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4118177
"IMG_3805.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4903345
"IMG_3690.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4774173
"IMG_3685.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5866310
"IMG_3797.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4685424
"IMG_3693.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5454359
"IMG_3689.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4635571
"IMG_3692.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5656378
"IMG_3796.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4254536
"IMG_3684.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5372864
"IMG_3676.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4798653
"IMG_3683.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4787860
"IMG_3800.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,3866004
"IMG_3694.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5487656
"IMG_3801.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,5177412
"IMG_3682.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4528729
"IMG_3698.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,3626826
"IMG_3677.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr/Jpeg",jpeg,4032,3024,4617019
"IMG_3800.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,3866004
"748272617.jpg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpg,768,1024,445431
"IMG_3798.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,4115347
"74827262681__B3E707CA-737F-41FA-BB74-EC9B9287DE5F.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,4060448
"IMG_3799.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3128149
"IMG_3694.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5487656
"IMG_3801.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,5177412
"IMG_3682.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4528729
"IMG_3687.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,2458717
"IMG_3795.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3055920
"IMG_3691.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3463011
"IMG_3804.HEIC","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",heic,4032,3024,3215222
"IMG_3698.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,3626826
"IMG_3677.jpeg","Cardinal/2024/Residential/Pier and Beam/450 Angus Dr",jpeg,4032,3024,4617019
"IMG_4631.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,2828017
"IMG_4618.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,3649913
"IMG_4619.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,2950537
"IMG_4630.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,2850853
"IMG_4626.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,2743781
"IMG_4624.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,2021759
"IMG_4620.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,4749153
"IMG_4625.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,1871931
"IMG_4626.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,2127895
"IMG_4630.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,2237874
"IMG_4619.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,4191610
"IMG_4618.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,4773316
"IMG_4631.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,2109098
"IMG_4625.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,2460062
"IMG_4620.heic","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",heic,4032,3024,3638031
"IMG_4624.jpeg","Cardinal/2024/Residential/Pier and Beam/2210 Shady Creek Dr",jpeg,4032,3024,2587566
"image000006 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,181992
"image000006.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,115940
"image000001(1).heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,93638
"image000004 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,184200
"74465548017__79F56FF6-1271-4248-BD4E-AA529ED3F08B.HEIC","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,4032,3024,3645804
"74464090311__DFBF6E16-28EA-4467-80FB-43FB91EBB505.HEIC","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,4032,3024,2520637
"image000004 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,190597
"image000007.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,121205
"image000006 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,173644
"image000005(1) 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,151623
"image000005.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,181376
"image000000.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,100805
"image000000 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,159455
"image000009.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,192814
"image000000 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,152531
"image000001.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,134246
"image000004.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,190597
"74464021142__A713BF4D-2002-408C-A506-ED78FDA4960B.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,4032,3024,3632802
"image000005(1) 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,145124
"image000005(1).jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,151623
"image000007.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,185696
"74464090311__DFBF6E16-28EA-4467-80FB-43FB91EBB505.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,4032,3024,3502336
"image000005 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,173824
"image000009 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,185432
"74465548017__79F56FF6-1271-4248-BD4E-AA529ED3F08B.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,4032,3024,4874546
"image000007 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,185696
"image000007 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,178621
"image000009 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,192814
"image000005 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,181376
"image000001(1).jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,155073
"image000006.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,181992
"image000001 2.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,202217
"image000005(1).heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,99043
"74464021142__A713BF4D-2002-408C-A506-ED78FDA4960B.HEIC","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,4032,3024,2618039
"image000004.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,128743
"image000001.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,202217
"image000001(1) 3.jpeg","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",jpeg,522,1130,147901
"image000009.heic","Cardinal/2024/Residential/Pier and Beam/1925 5th Ave",heic,522,1130,127797
